PetID,PetType,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
553,3,25-60 months,Brown,0,0.7349706396507116,1,0,Medium Stay,0.6653306613226453,1,0
554,2,13-24 months,White,2,0.8664979178111673,1,0,Long Stay,0.4128256513026052,0,1
555,0,61-120 months,Black,2,0.5206598768967298,1,0,Long Stay,0.03406813627254509,1,0
556,1,61-120 months,Gray,1,0.6691590670757108,1,1,Short Stay,0.20440881763527052,1,0
557,3,61-120 months,Black,2,0.8150221090503255,0,0,Long Stay,0.13827655310621242,0,0
558,1,61-120 months,Black,1,0.2602501865823193,0,1,Very Short Stay,0.23647294589178355,0,0
559,3,1-6 months,White,2,0.2964989144848803,1,1,Very Short Stay,0.27655310621242485,0,0
560,1,61-120 months,White,2,0.0,1,0,Short Stay,0.3186372745490982,0,0
561,1,61-120 months,Orange,2,0.9632162586502292,0,0,Long Stay,0.4629258517034068,0,0
562,1,61-120 months,Gray,1,0.9176315450360619,1,0,Long Stay,0.2945891783567134,0,1
563,1,121-180 months,White,1,0.7645357640177145,1,1,Long Stay,0.7054108216432865,1,0
564,0,25-60 months,Brown,0,0.07850960618757152,1,0,Long Stay,0.8476953907815631,0,0
565,1,121-180 months,Gray,1,0.44722343461148467,1,1,Medium Stay,0.783567134268537,1,0
566,3,61-120 months,Gray,2,0.10134310986229178,1,0,Medium Stay,0.4849699398797595,1,0
567,1,121-180 months,White,2,0.015304661826285412,1,0,Long Stay,0.06813627254509018,1,0
568,1,25-60 months,Gray,1,0.6160348913786355,0,0,Very Short Stay,0.6492985971943888,0,0
569,1,121-180 months,White,1,0.9609497808961184,1,0,Medium Stay,0.7635270541082164,0,1
570,3,13-24 months,Black,1,0.9029432423750922,1,0,Short Stay,0.7094188376753506,0,1
571,0,25-60 months,Orange,0,0.6966694967685032,0,0,Medium Stay,0.47695390781563124,0,0
572,3,121-180 months,Black,2,0.09608785003328621,1,0,Short Stay,0.6673346693386772,0,0
573,1,25-60 months,White,0,0.2737495727101841,1,0,Medium Stay,0.29659318637274545,1,0
574,3,121-180 months,White,0,0.31967800674391167,1,1,Short Stay,0.22044088176352702,0,0
575,2,61-120 months,Black,2,0.763116453393926,0,1,Short Stay,0.81563126252505,0,0
576,3,61-120 months,Brown,2,0.8022460283415911,1,0,Long Stay,0.03206412825651302,1,0
577,2,61-120 months,Brown,1,0.3847780684129842,1,0,Medium Stay,0.8036072144288576,0,1
578,1,61-120 months,Brown,1,0.41758147201586215,0,0,Long Stay,0.4509018036072144,0,0
579,2,1-6 months,White,0,0.043915701014413534,1,0,Long Stay,0.2785571142284569,1,1
580,2,61-120 months,Gray,1,0.28873391535309084,1,0,Very Short Stay,0.2865731462925851,0,1
581,2,61-120 months,White,1,0.4510086680313383,1,0,Medium Stay,0.5190380761523046,0,1
582,0,121-180 months,Gray,2,0.11644615655649879,0,1,Medium Stay,0.43286573146292584,0,0
583,2,121-180 months,Black,2,0.4529924955664249,1,1,Medium Stay,0.3226452905811623,1,0
584,2,25-60 months,Orange,1,0.8532123270147184,1,0,Medium Stay,0.18236472945891782,0,1
585,2,1-6 months,Gray,2,0.581145792677511,1,0,Medium Stay,0.34669338677354705,0,1
586,3,121-180 months,Brown,1,0.0783633264038551,1,0,Long Stay,0.6613226452905812,0,1
587,3,121-180 months,White,2,0.1911926020777825,1,0,Very Short Stay,0.40881763527054105,0,0
588,3,121-180 months,Black,2,0.4742859570778621,0,0,Medium Stay,0.8296593186372745,0,0
589,0,121-180 months,Brown,2,0.3611406989387025,1,0,Medium Stay,0.3046092184368737,0,0
590,0,61-120 months,Black,2,0.35837841885735333,1,0,Medium Stay,0.20440881763527052,0,0
591,0,25-60 months,Orange,1,0.529051677697594,1,1,Long Stay,0.40280561122244485,0,0
592,2,61-120 months,White,0,0.5842230895163175,0,0,Very Short Stay,0.5591182364729459,0,0
593,0,7-12 months,White,2,0.7968542230908461,1,1,Long Stay,0.1282565130260521,0,0
594,2,25-60 months,Orange,1,0.34060412953951835,1,1,Long Stay,0.23246492985971942,0,0
595,2,25-60 months,White,1,0.8054656378794754,1,1,Medium Stay,0.3046092184368737,0,0
596,0,121-180 months,Gray,2,0.33824696067080157,0,0,Short Stay,0.3106212424849699,0,0
597,1,61-120 months,Black,0,0.05484815910705373,0,0,Long Stay,0.32665330661322645,1,0
598,3,121-180 months,Brown,2,0.5539912903645674,0,0,Long Stay,0.1623246492985972,1,0
599,0,25-60 months,Orange,1,0.5877322238831952,1,0,Short Stay,0.01002004008016032,0,1
600,2,121-180 months,Gray,0,0.9346401333720549,0,0,Medium Stay,0.6432865731462926,0,0
601,2,121-180 months,Brown,1,0.7259988341017648,0,0,Long Stay,0.13226452905811623,0,0
602,0,121-180 months,Brown,2,0.9178594803298459,0,0,Medium Stay,0.4749498997995992,0,0
603,1,61-120 months,Orange,0,0.9084266968057773,1,0,Medium Stay,0.14228456913827653,0,0
604,2,61-120 months,Gray,1,0.6044169945388207,0,1,Medium Stay,0.18837675350701402,0,0
605,3,7-12 months,Brown,1,0.5275451223804175,1,0,Long Stay,0.6072144288577154,1,1
606,3,13-24 months,Brown,1,0.5572471404608046,0,0,Long Stay,0.9338677354709418,0,1
607,1,61-120 months,Gray,2,0.9784648029469073,1,0,Short Stay,0.9959919839679358,0,0
608,0,121-180 months,White,0,0.7731418899132786,1,0,Short Stay,0.6513026052104208,1,0
609,2,121-180 months,Brown,2,0.10572066761438348,1,0,Medium Stay,0.15430861723446893,0,0
610,2,121-180 months,Black,2,0.778406702404615,1,0,Short Stay,0.13226452905811623,0,0
611,1,61-120 months,Gray,2,0.1700428718999246,1,0,Short Stay,0.3507014028056112,1,0
612,2,61-120 months,Brown,0,0.44707097526273826,1,0,Long Stay,0.6412825651302605,1,1
613,1,121-180 months,Orange,2,0.2099955892651578,1,0,Long Stay,0.3426853707414829,1,0
614,0,121-180 months,Black,2,0.6894921614461931,1,0,Medium Stay,0.9559118236472945,0,0
615,1,13-24 months,Brown,2,0.8773650483401162,1,0,Long Stay,0.5090180360721442,0,1
616,0,7-12 months,Black,2,0.2899600365569866,1,0,Long Stay,0.12424849699398796,1,1
617,2,25-60 months,Black,1,0.08144661220907862,1,0,Medium Stay,0.6032064128256512,0,1
618,0,25-60 months,White,2,0.29809758249057383,1,1,Short Stay,0.8056112224448897,1,0
619,1,25-60 months,Black,1,0.6722575406198897,1,1,Medium Stay,0.49098196392785565,0,0
620,3,25-60 months,White,2,0.3283881863031738,0,0,Short Stay,0.38276553106212424,0,0
621,2,121-180 months,Gray,0,0.27770077770446194,0,0,Very Short Stay,0.9338677354709418,1,0
622,0,61-120 months,White,1,0.18395083776835172,1,0,Long Stay,0.657314629258517,0,1
623,3,13-24 months,Orange,1,0.49727592624628997,0,0,Very Short Stay,0.1402805611222445,0,1
624,0,61-120 months,Brown,1,0.2755357533296883,1,0,Very Short Stay,0.7314629258517034,0,1
625,2,61-120 months,Gray,1,0.73095171186556,0,0,Long Stay,0.4569138276553106,0,1
626,3,61-120 months,Gray,0,0.07605407613249024,1,0,Medium Stay,0.8677354709418837,0,0
627,3,25-60 months,Orange,2,0.6639222286579175,1,0,Long Stay,0.12424849699398796,0,0
628,1,121-180 months,White,1,0.2371170395255832,1,0,Medium Stay,0.5931863727454909,0,1
629,0,121-180 months,Brown,0,0.48903234467357065,1,0,Medium Stay,0.4889779559118236,1,0
630,0,121-180 months,White,1,0.2856847458819346,0,0,Very Short Stay,0.012024048096192383,0,0
631,2,121-180 months,Black,2,0.722703619476341,0,0,Short Stay,0.785571142284569,1,0
632,0,25-60 months,White,1,0.945415314024759,1,0,Short Stay,0.5190380761523046,0,1
633,2,121-180 months,Gray,0,0.9171630653048064,1,0,Long Stay,0.17635270541082163,0,1
634,3,61-120 months,Brown,2,0.5832526277876229,1,0,Long Stay,0.35270541082164325,0,0
635,0,121-180 months,White,0,0.46234261500586654,1,0,Long Stay,0.406813627254509,1,0
636,0,121-180 months,Brown,2,0.8183098605789839,1,0,Long Stay,0.2665330661322645,1,0
637,0,25-60 months,Brown,2,0.6832305853304369,1,0,Medium Stay,0.1623246492985972,1,0
638,1,61-120 months,Black,2,0.1830790829385209,1,0,Medium Stay,0.9759519038076151,0,0
639,1,61-120 months,Black,1,0.8209306044045132,0,0,Long Stay,0.04008016032064128,0,0
640,2,121-180 months,Gray,0,0.4285904327604232,1,0,Very Short Stay,0.7975951903807614,1,0
641,2,7-12 months,Orange,0,0.18850485141721934,1,0,Short Stay,0.2545090180360721,1,1
642,1,25-60 months,Brown,0,0.28138883085617733,0,1,Medium Stay,0.3887775551102204,1,0
643,3,121-180 months,Orange,2,0.267107395865025,1,1,Short Stay,0.3867735470941883,0,0
644,3,61-120 months,Gray,1,0.518983368272721,0,0,Very Short Stay,0.3667334669338677,1,0
645,3,61-120 months,Brown,2,0.23392463107312425,1,1,Long Stay,0.4929859719438877,0,0
646,3,121-180 months,Brown,0,0.12303472527230494,1,0,Medium Stay,0.721442885771543,0,0
647,1,25-60 months,Orange,1,0.12315918534829945,1,0,Short Stay,0.719438877755511,0,1
648,0,61-120 months,White,1,0.5831024929368565,1,0,Long Stay,0.6472945891783567,0,1
649,3,13-24 months,Black,1,0.7347035715433236,1,1,Medium Stay,0.3186372745490982,1,1
650,1,121-180 months,White,0,0.3211554385409709,1,0,Medium Stay,0.3867735470941883,1,0
651,3,25-60 months,Orange,1,0.03404969311315643,1,1,Medium Stay,0.21843687374749496,1,0
652,2,121-180 months,Black,1,0.12669597425582851,1,0,Very Short Stay,0.8256513026052104,0,1
653,1,121-180 months,White,2,0.9147789907132108,1,0,Very Short Stay,0.13026052104208416,0,0
654,2,61-120 months,Black,2,0.4933000646589954,1,0,Medium Stay,0.8356713426853707,1,1
655,0,25-60 months,Brown,1,0.45329808225618595,0,0,Medium Stay,0.5070140280561122,0,0
656,1,121-180 months,White,1,0.037450808602667675,1,0,Long Stay,0.565130260521042,1,1
657,3,25-60 months,Black,2,0.7285765365101643,0,0,Medium Stay,0.11823647294589178,0,0
658,2,121-180 months,Black,2,0.5278513763249623,0,0,Short Stay,0.2344689378757515,0,0
659,0,25-60 months,Black,2,0.20161032715924343,1,0,Long Stay,0.845691382765531,0,0
660,0,1-6 months,White,0,0.10953148885905792,0,0,Short Stay,0.08617234468937875,1,0
661,1,121-180 months,Gray,0,0.3830584707400979,1,1,Short Stay,0.9719438877755511,0,0
662,0,7-12 months,White,2,0.8371860061128461,1,0,Long Stay,0.4188376753507014,0,1
663,2,61-120 months,Orange,1,0.8653405129872186,1,0,Short Stay,0.07014028056112225,1,1
664,2,121-180 months,White,2,0.6026879189848798,1,0,Medium Stay,0.03607214428857715,0,1
665,0,121-180 months,Black,0,0.7274750841937542,1,0,Short Stay,0.18036072144288576,1,0
666,1,7-12 months,Brown,1,0.11461747436170272,0,1,Short Stay,0.6012024048096192,0,0
667,3,121-180 months,White,0,0.5879561387229174,1,1,Long Stay,0.4228456913827655,0,0
668,0,121-180 months,White,1,0.6668571832271611,1,0,Short Stay,0.8096192384769538,1,1
669,0,25-60 months,Black,0,0.200241168408401,1,0,Very Short Stay,0.813627254509018,0,0
670,1,61-120 months,Brown,1,0.8802122609636068,1,1,Short Stay,0.4428857715430861,0,0
671,3,121-180 months,Brown,1,0.19452061086505557,1,1,Very Short Stay,0.43286573146292584,0,0
672,3,61-120 months,Orange,1,0.3130935151787163,1,1,Long Stay,0.4448897795591182,0,0
673,2,121-180 months,White,1,0.6204121799112196,1,1,Medium Stay,0.8216432865731462,0,1
674,1,61-120 months,Brown,0,0.6382192567703425,0,0,Long Stay,0.1943887775551102,0,0
675,1,121-180 months,Brown,0,0.6993014712128547,1,0,Long Stay,0.9118236472945891,1,0
676,3,61-120 months,Gray,1,0.11147095117569802,1,0,Medium Stay,0.03607214428857715,1,1
677,1,7-12 months,Gray,1,0.8494980539702349,0,0,Medium Stay,0.5931863727454909,0,1
678,1,61-120 months,Brown,0,0.5326341499756374,1,0,Long Stay,0.0501002004008016,0,0
679,2,121-180 months,Orange,1,0.47106089104532495,1,0,Very Short Stay,0.05410821643286573,0,1
680,2,61-120 months,Brown,1,0.981233774796822,1,0,Long Stay,0.12625250501002003,0,1
681,0,1-6 months,Black,1,0.7403269561585548,0,0,Medium Stay,0.6472945891783567,0,1
682,2,1-6 months,White,2,0.11746993356774363,1,0,Very Short Stay,0.4448897795591182,0,1
683,1,61-120 months,Orange,1,0.7565004137952951,0,0,Long Stay,0.15831663326653306,0,0
684,1,25-60 months,Black,2,0.09469511591511881,1,0,Medium Stay,0.1002004008016032,0,0
685,2,13-24 months,Orange,1,0.02686395335104729,0,1,Medium Stay,0.9158316633266532,0,1
686,2,61-120 months,Black,0,0.4033122653421062,1,1,Medium Stay,0.20240480961923846,1,0
687,1,61-120 months,White,2,0.9937240439310452,1,0,Medium Stay,0.3507014028056112,1,0
688,2,121-180 months,White,2,0.17439214411396375,1,0,Very Short Stay,0.018036072144288574,0,0
689,3,25-60 months,Gray,1,0.6725402462363911,0,0,Short Stay,0.4729458917835671,1,0
690,1,25-60 months,Black,1,0.17290311525554125,1,0,Medium Stay,0.9138276553106212,0,1
691,0,121-180 months,Gray,2,0.7247234904332275,1,0,Medium Stay,0.845691382765531,1,0
692,3,121-180 months,Black,0,0.5051192718670796,1,0,Long Stay,0.19839679358717432,0,0
693,0,121-180 months,Gray,0,0.6798733199259457,1,1,Long Stay,0.9979959919839678,1,0
694,0,121-180 months,White,1,0.20240318404538435,1,0,Short Stay,0.7555110220440882,0,1
695,3,61-120 months,Orange,0,0.7455810808769363,1,0,Short Stay,0.4549098196392785,0,0
696,0,61-120 months,Gray,0,0.9957665203370206,0,0,Medium Stay,0.8056112224448897,0,0
697,2,61-120 months,Black,1,0.6655409559829423,0,0,Long Stay,0.12625250501002003,0,0
698,1,7-12 months,Black,0,0.49323635355784484,1,0,Very Short Stay,0.7595190380761523,0,1
699,2,121-180 months,White,1,0.9232650234382852,0,1,Short Stay,0.03607214428857715,0,0
700,1,61-120 months,Black,2,0.01523618350058989,1,0,Long Stay,0.6633266533066132,1,0
701,0,13-24 months,Brown,1,0.7298640355036858,1,0,Short Stay,0.6352705410821643,0,1
702,0,61-120 months,Orange,2,0.8888107368213849,1,0,Long Stay,0.280561122244489,0,0
703,3,121-180 months,Gray,2,0.061094615229564074,0,0,Long Stay,0.04809619238476953,0,0
704,3,121-180 months,Orange,0,0.44978671025375955,0,0,Long Stay,0.4549098196392785,1,0
705,2,61-120 months,White,0,0.2042509001070859,1,0,Long Stay,0.17635270541082163,1,1
706,3,121-180 months,Gray,0,0.5663314089181061,1,0,Medium Stay,0.18236472945891782,1,0
707,0,61-120 months,Gray,1,0.6494208681453516,1,0,Short Stay,0.08216432865731463,0,1
708,1,121-180 months,Brown,0,0.3022308841779235,0,1,Medium Stay,0.7454909819639278,0,0
709,2,121-180 months,White,2,0.45971193404127964,0,0,Long Stay,0.5891783567134268,0,0
710,3,25-60 months,Black,0,0.2789290513583857,0,0,Medium Stay,0.8276553106212424,0,0
711,3,61-120 months,Brown,0,0.3690508698376538,1,0,Short Stay,0.7775551102204408,0,0
712,0,121-180 months,Brown,1,0.15903621351452382,0,0,Long Stay,0.16032064128256512,0,0
713,3,121-180 months,Orange,1,0.8856211812509577,0,0,Medium Stay,0.8036072144288576,0,0
714,0,61-120 months,Orange,2,0.00939020206335444,0,0,Short Stay,0.2124248496993988,0,0
715,1,13-24 months,Orange,1,0.88246847044212,1,0,Long Stay,0.22044088176352702,0,1
716,0,61-120 months,Brown,0,0.5714961412473075,1,0,Very Short Stay,0.5531062124248497,1,0
717,0,121-180 months,Black,1,0.33128815989440014,1,0,Medium Stay,0.42685370741482964,0,1
718,3,121-180 months,Gray,2,0.722992293592898,0,0,Long Stay,0.4609218436873747,1,0
719,3,121-180 months,Orange,0,0.5075196236188174,1,0,Short Stay,0.6112224448897795,0,0
720,0,121-180 months,Black,2,0.498869397633853,1,0,Short Stay,0.24048096192384769,0,0
721,3,121-180 months,White,1,0.10960006496784225,0,1,Medium Stay,0.2665330661322645,0,0
722,2,25-60 months,Orange,1,0.3891914061462838,0,0,Long Stay,0.6112224448897795,1,1
723,3,61-120 months,Gray,2,0.24062410026222178,1,0,Long Stay,0.41482965931863724,0,0
724,3,25-60 months,White,0,0.01508012540932828,0,0,Very Short Stay,0.8997995991983967,1,0
725,0,25-60 months,White,1,0.3597520991905032,0,0,Very Short Stay,0.7414829659318637,0,0
726,1,25-60 months,Gray,1,0.08926408454743798,1,0,Short Stay,0.5130260521042084,0,1
727,2,61-120 months,Orange,0,0.2564020716862879,1,1,Short Stay,0.3687374749498998,1,0
728,3,61-120 months,Brown,1,0.09196067498614466,1,0,Long Stay,0.5711422845691382,0,1
729,2,121-180 months,Gray,2,0.10039224141271275,1,1,Medium Stay,0.8837675350701402,1,0
730,1,121-180 months,Gray,1,0.19853829461055877,1,0,Short Stay,0.7254509018036072,0,1
731,0,25-60 months,Gray,1,0.9999999999999999,1,0,Short Stay,0.35871743486973945,0,1
732,1,13-24 months,White,0,0.0015578386512166628,0,0,Long Stay,0.8416833667334669,1,0
733,0,25-60 months,Black,2,0.6385420790035681,1,0,Very Short Stay,0.09418837675350701,1,0
734,0,121-180 months,Brown,0,0.14072570429342393,0,0,Long Stay,0.1723446893787575,0,0
735,3,61-120 months,Orange,1,0.9207171886209353,1,1,Long Stay,0.7695390781563125,1,0
736,3,61-120 months,Orange,1,0.09307781657685824,1,0,Long Stay,0.03607214428857715,0,1
737,1,13-24 months,Black,0,0.9551790597506594,1,1,Medium Stay,0.09018036072144288,1,0
738,2,61-120 months,Gray,0,0.6107742194150786,1,1,Long Stay,0.9018036072144288,0,0
739,1,121-180 months,Brown,0,0.0006410592055551695,1,1,Short Stay,0.7715430861723446,0,0
740,3,121-180 months,Orange,2,0.8940755153548449,1,0,Long Stay,0.11022044088176351,0,0
741,1,121-180 months,Orange,1,0.5214901459914439,1,0,Medium Stay,0.4569138276553106,0,1
742,2,121-180 months,Gray,0,0.2622463177054553,1,0,Long Stay,0.2885771543086172,0,1
743,3,25-60 months,Black,1,0.7672487892458703,1,0,Short Stay,0.18236472945891782,0,1
744,0,25-60 months,Brown,2,0.9267593082103849,1,0,Very Short Stay,0.1623246492985972,0,0
745,0,25-60 months,Black,2,0.48343955405562716,1,0,Very Short Stay,0.4488977955911823,1,0
746,2,61-120 months,Black,2,0.3151712468160287,1,0,Short Stay,0.156312625250501,0,1
747,0,7-12 months,Brown,2,0.7889316108011446,0,1,Very Short Stay,0.2985971943887775,0,0
748,0,25-60 months,Brown,1,0.6816885203449422,1,1,Long Stay,0.721442885771543,0,0
749,3,13-24 months,Orange,2,0.8888167084053619,1,0,Short Stay,0.565130260521042,1,1
750,3,25-60 months,Orange,2,0.6924253915254133,1,0,Long Stay,0.6212424849699398,0,0
751,0,25-60 months,Brown,0,0.2430900124557865,1,0,Long Stay,0.969939879759519,0,0
752,3,7-12 months,White,2,0.9317568935639924,1,0,Long Stay,0.3186372745490982,0,1
753,3,121-180 months,Orange,0,0.10428939610923876,0,0,Medium Stay,0.6312625250501002,0,0
754,1,61-120 months,White,2,0.2675234395187161,0,0,Long Stay,0.7294589178356713,0,0
755,2,121-180 months,Brown,2,0.5199717706391733,1,0,Long Stay,0.9338677354709418,0,0
756,2,61-120 months,Orange,0,0.5655546648829334,0,0,Short Stay,0.3106212424849699,0,0
757,3,61-120 months,Black,2,0.014694506323362,1,0,Medium Stay,0.3106212424849699,0,0
758,3,121-180 months,Brown,1,0.7805526916077689,1,0,Very Short Stay,0.751503006012024,0,1
759,1,61-120 months,Gray,1,0.3612609611390002,1,1,Very Short Stay,0.40280561122244485,0,0
760,3,121-180 months,White,2,0.40610708620556696,1,0,Short Stay,0.9358717434869739,0,0
761,1,121-180 months,Brown,1,0.8093719394415186,0,0,Medium Stay,0.8176352705410821,1,0
762,0,61-120 months,Brown,0,0.378950801951457,1,0,Medium Stay,0.6813627254509017,1,0
763,2,61-120 months,Orange,2,0.04663365353973092,1,0,Long Stay,0.9238476953907815,0,1
764,1,7-12 months,Orange,2,0.17594919019504024,1,0,Medium Stay,0.6833667334669338,0,1
765,1,61-120 months,Orange,0,0.9560196992589161,0,0,Short Stay,0.23246492985971942,0,0
766,1,61-120 months,Gray,0,0.06983219422544229,1,0,Short Stay,0.3066132264529058,0,0
767,0,25-60 months,Orange,0,0.35457964379846857,0,0,Long Stay,0.7274549098196392,0,0
768,3,121-180 months,Brown,2,0.5029430770087642,1,0,Very Short Stay,0.6613226452905812,0,0
769,2,61-120 months,Orange,0,0.49303702769375995,0,0,Long Stay,0.23647294589178355,1,0
770,3,121-180 months,Black,0,0.003335021938354339,0,0,Medium Stay,0.39679358717434865,1,0
771,2,121-180 months,Orange,1,0.5009250708569395,0,0,Medium Stay,0.8016032064128256,0,1
772,1,121-180 months,Gray,1,0.38344336463770684,1,0,Medium Stay,0.9318637274549098,0,1
773,3,13-24 months,Black,2,0.9722084616080416,1,1,Medium Stay,0.5250501002004008,1,0
774,3,121-180 months,Brown,1,0.15865504416644505,1,1,Long Stay,0.3667334669338677,1,0
775,3,121-180 months,Brown,1,0.35380203439821367,1,0,Medium Stay,0.8957915831663326,1,1
776,3,13-24 months,White,0,0.4191802047372119,1,1,Medium Stay,0.2945891783567134,0,0
777,3,25-60 months,Black,0,0.39036983443973605,1,0,Long Stay,0.3306613226452906,0,0
778,0,121-180 months,White,1,0.6657214234616563,1,1,Medium Stay,0.14829659318637273,0,0
779,0,61-120 months,Black,1,0.2150527104529318,0,0,Medium Stay,0.47094188376753504,0,0
780,2,121-180 months,Black,1,0.22061573526639264,1,0,Medium Stay,0.627254509018036,0,1
781,3,121-180 months,Gray,2,0.7291509097127811,1,1,Very Short Stay,0.5430861723446894,0,0
782,3,121-180 months,White,2,0.5000521787300033,1,0,Very Short Stay,0.3567134268537074,1,0
783,0,25-60 months,Gray,2,0.41485102642582466,1,0,Very Short Stay,0.565130260521042,1,0
784,0,25-60 months,Black,1,0.16870683487855606,0,0,Long Stay,0.1002004008016032,0,0
785,1,1-6 months,Brown,1,0.18704527841320254,0,0,Long Stay,0.14829659318637273,1,1
786,1,1-6 months,Black,2,0.009931849869516896,1,0,Medium Stay,0.2865731462925851,0,1
787,1,61-120 months,Gray,2,0.09086947341297369,0,0,Medium Stay,0.6853707414829658,1,0
788,1,61-120 months,White,1,0.5566443988904728,0,1,Medium Stay,0.374749498997996,0,0
